"","Invoice","InvoiceDate","InvoiceTotal","Country"
"13767","524974",40452.6291666667,228.6,"United Kingdom"
"13768","524975",40452.6305555556,152.49,"United Kingdom"
"13769","524976",40452.6319444444,532.43,"United Kingdom"
"13770","524977",40452.6333333333,7.2,"United Kingdom"
"13771","524978",40452.6361111111,97.05,"Germany"
"13772","524982",40452.6444444444,368.11,"United Kingdom"
"13773","524983",40452.6479166667,251.1,"United Kingdom"
"13774","524985",40452.6569444444,107,"United Kingdom"
"13775","524987",40452.6604166667,381.39,"United Kingdom"
"13776","524988",40452.6611111111,34.8,"United Kingdom"
"13777","524989",40452.6736111111,443.09,"United Kingdom"
"13778","524991",40452.6743055556,66,"United Kingdom"
"13779","524990",40452.6743055556,107.8,"United Kingdom"
"13780","524992",40452.6777777778,297.53,"United Kingdom"
"13781","524994",40452.6958333333,123.6,"United Kingdom"
"13782","525000",40454.4256944444,523.3,"United Kingdom"
"13783","525001",40454.4291666667,62.4,"United Kingdom"
"13784","525002",40454.4354166667,189,"United Kingdom"
"13785","525003",40454.4416666667,484.59,"United Kingdom"
"13786","525004",40454.4451388889,240.68,"United Kingdom"
"13787","525006",40454.4506944444,161.4,"United Kingdom"
"13788","525008",40454.4513888889,2443.98,"Spain"
"13789","525007",40454.4513888889,164,"United Kingdom"
"13790","525009",40454.4513888889,238.75,"United Kingdom"
"13791","525010",40454.4520833333,628.1,"United Kingdom"
"13792","525011",40454.4527777778,2736.16,"EIRE"
"13793","525012",40454.4590277778,751.95,"United Kingdom"
"13794","525013",40454.46875,1280.16,"EIRE"
"13795","525014",40454.4701388889,515.05,"EIRE"
"13796","525015",40454.4763888889,83.19,"United Kingdom"
"13797","525017",40454.4826388889,1914.8,"United Kingdom"
"13798","525016",40454.4826388889,176.94,"United Kingdom"
"13799","525018",40454.4881944444,482.22,"United Kingdom"
"13800","525019",40454.4944444444,601.03,"United Kingdom"
"13801","525020",40454.4951388889,1018.36,"United Kingdom"
"13802","525022",40454.5,655.85,"United Kingdom"
"13803","525023",40454.5,167.92,"United Kingdom"
"13804","525021",40454.5,586.23,"United Kingdom"
"13805","525024",40454.5034722222,365,"United Kingdom"
"13806","525025",40454.5048611111,357.44,"United Kingdom"
"13807","525029",40454.5090277778,64.1,"United Kingdom"
"13808","525031",40454.5125,74.63,"United Kingdom"
"13809","525030",40454.5125,679.79,"United Kingdom"
"13810","525032",40454.5159722222,116.32,"United Kingdom"
"13811","525033",40454.5201388889,41.95,"United Kingdom"
"13812","525035",40454.5229166667,1.65,"United Kingdom"
"13813","525036",40454.5236111111,492.1,"United Kingdom"
"13814","525037",40454.5277777778,4623.34,"EIRE"
"13815","525038",40454.5319444444,88.6,"United Kingdom"
"13816","525040",40454.5361111111,438.46,"United Kingdom"
"13817","525041",40454.5388888889,266.4,"United Kingdom"
"13818","525042",40454.5479166667,509.04,"United Kingdom"
"13819","525045",40454.55625,507.76,"United Kingdom"
"13820","525048",40454.5645833333,114.55,"United Kingdom"
"13821","525049",40454.5680555556,239.01,"Germany"
"13822","525051",40454.5722222222,196.2,"United Kingdom"
"13823","525052",40454.5729166667,157.4,"United Kingdom"
"13824","525054",40454.5743055556,349.74,"United Kingdom"
"13825","525053",40454.5743055556,47.2,"United Kingdom"
"13826","525055",40454.5805555556,290.42,"United Kingdom"
"13827","525056",40454.5819444444,304.18,"United Kingdom"
"13828","525057",40454.5854166667,558.72,"United Kingdom"
"13829","525058",40454.5881944444,7.95,"United Kingdom"
"13830","525059",40454.5888888889,1581.52,"United Kingdom"
"13831","525060",40454.5923611111,265.99,"United Kingdom"
"13832","525061",40454.59375,171.15,"United Kingdom"
"13833","525063",40454.5993055556,258.65,"United Kingdom"
"13834","525064",40454.5993055556,521.5,"United Kingdom"
"13835","525065",40454.6027777778,247.19,"United Kingdom"
"13836","525066",40454.6055555556,789.23,"United Kingdom"
"13837","525067",40454.6083333333,105.56,"United Kingdom"
"13838","525068",40454.6090277778,665.63,"United Kingdom"
"13839","525070",40454.6159722222,236.9,"United Kingdom"
"13840","525072",40454.6180555556,74.07,"United Kingdom"
"13841","525071",40454.6180555556,614.06,"France"
"13842","525073",40454.6194444444,373.86,"France"
"13843","525074",40454.6229166667,715.1,"United Kingdom"
"13844","525075",40454.6416666667,720.06,"United Kingdom"
"13845","525077",40454.6458333333,592.03,"United Kingdom"
"13846","525079",40454.6479166667,17.7,"United Kingdom"
"13847","525080",40454.6506944444,549.98,"United Kingdom"
"13848","525081",40454.6534722222,880.7,"United Kingdom"
"13849","525083",40454.6583333333,537.35,"United Kingdom"
"13850","525082",40454.6583333333,252.15,"United Kingdom"
"13851","525084",40454.6618055556,299.94,"United Kingdom"
"13852","525085",40454.6631944444,7.9,"United Kingdom"
"13853","525086",40454.6631944444,176.1,"United Kingdom"
"13854","525087",40454.6666666667,281.76,"United Kingdom"
"13855","525088",40454.6694444444,610.25,"United Kingdom"
"13856","525089",40454.6701388889,119.47,"United Kingdom"
"13857","525090",40455.3479166667,306.16,"United Kingdom"
"13858","525091",40455.3791666667,265.33,"United Kingdom"
"13859","525092",40455.3847222222,422.4,"United Kingdom"
"13860","525093",40455.3847222222,260.45,"United Kingdom"
"13861","525094",40455.3951388889,81.2,"United Kingdom"
"13862","525095",40455.3965277778,1408.52,"United Kingdom"
"13863","525097",40455.4006944444,1281.82,"United Kingdom"
"13864","525100",40455.4166666667,510.2,"United Kingdom"
"13865","525102",40455.41875,1285.58,"United Kingdom"
"13866","525104",40455.4368055556,350.35,"United Kingdom"
"13867","525103",40455.4368055556,79.9,"United Kingdom"
"13868","525105",40455.4430555556,424.26,"United Kingdom"
"13869","525106",40455.4513888889,308.16,"United Kingdom"
"13870","525107",40455.4527777778,1220.16,"United Kingdom"
"13871","525108",40455.4527777778,628.31,"United Kingdom"
"13872","525109",40455.4569444444,327.45,"United Kingdom"
"13873","525110",40455.4631944444,256.25,"United Kingdom"
"13874","525112",40455.4694444444,837.78,"Germany"
"13875","525113",40455.4791666667,2366.12,"United Kingdom"
"13876","525114",40455.48125,461.68,"United Kingdom"
"13877","525129",40455.4888888889,410.52,"United Kingdom"
"13878","525141",40455.4916666667,300.67,"United Kingdom"
"13879","525145",40455.4944444444,1146.24,"United Kingdom"
"13880","525158",40455.5020833333,310.87,"United Kingdom"
"13881","525164",40455.5041666667,536.36,"United Kingdom"
"13882","525165",40455.5048611111,211.4,"United Kingdom"
"13883","525167",40455.5097222222,1037.28,"Sweden"
"13884","525169",40455.5118055556,373.68,"Germany"
"13885","525170",40455.5125,535.8,"Germany"
"13886","525171",40455.5131944444,200.89,"United Kingdom"
"13887","525172",40455.5152777778,355.42,"United Kingdom"
"13888","525173",40455.5152777778,540,"United Kingdom"
"13889","525194",40455.5236111111,278.25,"United Kingdom"
"13890","525200",40455.525,446.19,"United Kingdom"
"13891","525204",40455.5256944444,471.34,"United Kingdom"
"13892","525202",40455.5256944444,321.12,"United Kingdom"
"13893","525205",40455.5263888889,185.04,"United Kingdom"
"13894","525213",40455.5305555556,588.65,"United Kingdom"
"13895","525214",40455.53125,257.33,"United Kingdom"
"13896","525216",40455.5319444444,334.72,"United Kingdom"
"13897","525215",40455.5319444444,517.32,"United Kingdom"
"13898","525219",40455.5333333333,226.04,"United Kingdom"
"13899","525218",40455.5333333333,310.19,"United Kingdom"
"13900","525220",40455.5347222222,391.41,"United Kingdom"
"13901","525223",40455.5402777778,159.58,"United Kingdom"
"13902","525224",40455.5465277778,451.4,"EIRE"
"13903","525225",40455.5486111111,445.09,"United Kingdom"
"13904","525226",40455.5506944444,158.42,"United Kingdom"
"13905","525228",40455.5659722222,432.77,"United Kingdom"
"13906","525227",40455.5659722222,304.87,"United Kingdom"
"13907","525230",40455.5895833333,166.1,"United Kingdom"
"13908","525231",40455.5902777778,550.67,"United Kingdom"
"13909","525232",40455.5909722222,579.75,"United Kingdom"
"13910","525233",40455.5930555556,24.4,"United Kingdom"
"13911","525234",40455.59375,288.2,"United Kingdom"
"13912","525237",40455.60625,555.16,"United Kingdom"
"13913","525239",40455.6076388889,540.76,"United Kingdom"
"13914","525248",40455.6125,304.27,"United Kingdom"
"13915","525249",40455.6125,557.46,"France"
"13916","525251",40455.61875,478.33,"United Kingdom"
"13917","525252",40455.6256944444,419.61,"United Kingdom"
"13918","525253",40455.6298611111,539.8,"United Kingdom"
"13919","525254",40455.6319444444,307.95,"United Kingdom"
"13920","525255",40455.6326388889,165,"United Kingdom"
"13921","525256",40455.6326388889,262.48,"United Kingdom"
"13922","525257",40455.6347222222,571.13,"United Kingdom"
"13923","525258",40455.6354166667,466.02,"United Kingdom"
"13924","525259",40455.6451388889,89.65,"United Kingdom"
"13925","525260",40455.6534722222,448.1,"United Kingdom"
"13926","525261",40455.6534722222,442.32,"United Kingdom"
"13927","525263",40455.6555555556,309.82,"United Kingdom"
"13928","525262",40455.6555555556,214.72,"United Kingdom"
"13929","525264",40455.6569444444,40.8,"United Kingdom"
"13930","525265",40455.6625,412.2,"United Kingdom"
"13931","525277",40455.7131944444,373.65,"United Kingdom"
"13932","525278",40455.7159722222,590.22,"United Kingdom"
"13933","525279",40456.3333333333,109.8,"United Kingdom"
"13934","525280",40456.3340277778,110.32,"United Kingdom"
"13935","525281",40456.3402777778,271.65,"United Kingdom"
"13936","525282",40456.3520833333,37.8,"United Kingdom"
"13937","525283",40456.3534722222,176.5,"United Kingdom"
"13938","525284",40456.3534722222,1553.4,"United Kingdom"
"13939","525285",40456.3548611111,254.4,"United Kingdom"
"13940","525286",40456.3569444444,4377.52,"United Kingdom"
"13941","525287",40456.3583333333,176.4,"United Kingdom"
"13942","525288",40456.3645833333,435.9,"United Kingdom"
"13943","525289",40456.3645833333,145.2,"United Kingdom"
"13944","525290",40456.3652777778,215.75,"United Kingdom"
"13945","525291",40456.3680555556,445.46,"United Kingdom"
"13946","525294",40456.3895833333,211.18,"EIRE"
"13947","525295",40456.3930555556,273.96,"EIRE"
"13948","525296",40456.3930555556,301.24,"United Kingdom"
"13949","525297",40456.3951388889,523.24,"United Kingdom"
"13950","525298",40456.3972222222,253.55,"France"
"13951","525299",40456.4013888889,942,"United Kingdom"
"13952","525300",40456.4048611111,647.1,"Germany"
"13953","525301",40456.40625,314.4,"United Kingdom"
"13954","525302",40456.4069444444,447.92,"United Kingdom"
"13955","525303",40456.4152777778,635.75,"United Kingdom"
"13956","525304",40456.4166666667,440.76,"United Kingdom"
"13957","525305",40456.4222222222,119.85,"United Kingdom"
"13958","525306",40456.4263888889,531.6,"United Kingdom"
"13959","525307",40456.43125,910.98,"United Kingdom"
"13960","525308",40456.4326388889,572.45,"Germany"
"13961","525309",40456.4381944444,467.37,"United Kingdom"
"13962","525310",40456.4409722222,229.75,"United Kingdom"
"13963","525311",40456.44375,308.45,"United Kingdom"
"13964","525312",40456.4451388889,294.65,"United Kingdom"
"13965","525314",40456.4583333333,287.97,"United Kingdom"
"13966","525315",40456.4645833333,268.1,"United Kingdom"
"13967","525316",40456.46875,265.84,"United Kingdom"
"13968","525317",40456.4701388889,1710.82,"United Kingdom"
"13969","525329",40456.4743055556,157.74,"United Kingdom"
"13970","525335",40456.475,2816.48,"United Kingdom"
"13971","525355",40456.4805555556,856.06,"United Kingdom"
"13972","525360",40456.48125,606.19,"United Kingdom"
"13973","525362",40456.48125,16.35,"United Kingdom"
"13974","525366",40456.4819444444,392.63,"United Kingdom"
"13975","525391",40456.4868055556,590.05,"United Kingdom"
"13976","525401",40456.4944444444,790.79,"United Kingdom"
"13977","525402",40456.4951388889,14.98,"United Kingdom"
"13978","525404",40456.4958333333,16.35,"United Kingdom"
"13979","525406",40456.5013888889,301.99,"United Kingdom"
"13980","525407",40456.5125,426.94,"United Kingdom"
"13981","525408",40456.5173611111,315.9,"United Kingdom"
"13982","525410",40456.5256944444,297.85,"United Kingdom"
"13983","525412",40456.5263888889,305.65,"United Kingdom"
"13984","525411",40456.5263888889,188.9,"United Kingdom"
"13985","525413",40456.5270833333,250.85,"United Kingdom"
"13986","525416",40456.5298611111,397.44,"United Kingdom"
"13987","525417",40456.5305555556,35,"Germany"
"13988","525420",40456.5319444444,510.49,"United Kingdom"
"13989","525418",40456.5319444444,38.16,"United Kingdom"
"13990","525421",40456.5361111111,845,"United Kingdom"
"13991","525422",40456.5368055556,331.73,"United Kingdom"
"13992","525423",40456.5402777778,10.5,"United Kingdom"
"13993","525424",40456.5409722222,304.7,"United Kingdom"
"13994","525425",40456.5423611111,314.67,"United Kingdom"
"13995","525426",40456.54375,360,"United Kingdom"
"13996","525428",40456.5451388889,410.58,"United Kingdom"
"13997","525429",40456.5493055556,217.6,"United Kingdom"
"13998","525430",40456.55,254.13,"United Kingdom"
"13999","525431",40456.5513888889,528.96,"United Kingdom"
"14000","525433",40456.5520833333,134.7,"United Kingdom"
"14001","525434",40456.5548611111,193,"United Kingdom"
"14002","525435",40456.5555555556,42.35,"United Kingdom"
"14003","525437",40456.55625,236.47,"United Kingdom"
"14004","525436",40456.55625,380.15,"United Kingdom"
"14005","525438",40456.5618055556,2486.34,"United Kingdom"
"14006","525439",40456.5645833333,946.32,"United Kingdom"
"14007","525440",40456.5673611111,677,"United Kingdom"
"14008","525441",40456.5729166667,598.5,"United Kingdom"
"14009","525442",40456.5743055556,267.1,"United Kingdom"
"14010","525443",40456.575,304.25,"United Kingdom"
"14011","525444",40456.5777777778,333.24,"United Kingdom"
"14012","525446",40456.5805555556,413.36,"United Kingdom"
"14013","525447",40456.58125,328.77,"United Kingdom"
"14014","525448",40456.5868055556,1136.97,"United Kingdom"
"14015","525449",40456.5895833333,211.31,"Spain"
"14016","525452",40456.5916666667,465.6,"United Kingdom"
"14017","525453",40456.5930555556,358.8,"United Kingdom"
"14018","525455",40456.5965277778,642.54,"United Kingdom"
"14019","525456",40456.6034722222,593.52,"United Kingdom"
"14020","525457",40456.6041666667,20,"United Kingdom"
"14021","525459",40456.6152777778,377.71,"United Kingdom"
"14022","525466",40456.6194444444,126,"United Kingdom"
"14023","525468",40456.6215277778,53.65,"United Kingdom"
"14024","525467",40456.6215277778,122.59,"United Kingdom"
"14025","525469",40456.6236111111,99.5,"United Kingdom"
"14026","525472",40456.6354166667,500.41,"United Kingdom"
"14027","525474",40456.6368055556,383.48,"United Kingdom"
"14028","525477",40456.6472222222,344.9,"United Kingdom"
"14029","525479",40456.6486111111,315.84,"United Kingdom"
"14030","525482",40456.6548611111,1399.36,"United Kingdom"
"14031","525483",40456.6590277778,691.52,"United Kingdom"
"14032","525484",40456.6611111111,383.65,"United Kingdom"
"14033","525485",40456.6631944444,228,"United Kingdom"
"14034","525493",40456.6791666667,238.05,"United Kingdom"
"14035","525494",40456.6833333333,594.83,"United Kingdom"
"14036","525495",40456.6902777778,434.9,"United Kingdom"
"14037","525496",40456.6965277778,273.48,"United Kingdom"
"14038","525497",40456.6986111111,312.68,"United Kingdom"
"14039","525498",40456.6993055556,2545.85,"EIRE"
"14040","525500",40456.7013888889,179.95,"United Kingdom"
"14041","525504",40456.7076388889,393.15,"United Kingdom"
"14042","525520",40456.7180555556,398.96,"United Kingdom"
"14043","525523",40456.73125,318.05,"United Kingdom"
"14044","525524",40456.7465277778,856.84,"United Kingdom"
"14045","525526",40456.7770833333,332.71,"United Kingdom"
"14046","525527",40456.7777777778,16.35,"United Kingdom"
"14047","525528",40456.7854166667,287.68,"United Kingdom"
"14048","525543",40456.8055555556,8.85,"United Kingdom"
"14049","525564",40457.3451388889,1106.7,"United Kingdom"
"14050","525565",40457.3875,188.09,"United Kingdom"
"14051","525566",40457.4006944444,30,"United Kingdom"
"14052","525568",40457.4138888889,208.2,"United Kingdom"
"14053","525569",40457.4166666667,543.91,"United Kingdom"
"14054","525570",40457.41875,172.22,"United Kingdom"
"14055","525571",40457.4194444444,1299.85,"United Kingdom"
"14056","525572",40457.4201388889,539.1,"United Kingdom"
"14057","525573",40457.4319444444,373.8,"United Kingdom"
"14058","525575",40457.4423611111,294.8,"EIRE"
"14059","525576",40457.4444444444,523.48,"United Kingdom"
"14060","525577",40457.4451388889,1173.78,"United Kingdom"
"14061","525578",40457.4513888889,65.3,"Belgium"
"14062","525579",40457.4611111111,463.86,"United Kingdom"
"14063","525581",40457.46875,247.35,"United Kingdom"
"14064","525583",40457.4756944444,1035.1,"United Kingdom"
"14065","525584",40457.4791666667,165.6,"United Kingdom"
"14066","525585",40457.4881944444,1824,"United Kingdom"
"14067","525596",40457.4965277778,377.4,"United Kingdom"
"14068","525618",40457.5020833333,121.69,"United Kingdom"
"14069","525639",40457.5055555556,1610.76,"United Kingdom"
"14070","525644",40457.5069444444,255.2,"United Kingdom"
"14071","525676",40457.5152777778,134.3,"United Kingdom"
"14072","525694",40457.5208333333,529,"United Kingdom"
"14073","525696",40457.5236111111,117.35,"United Kingdom"
"14074","525697",40457.5243055556,61.28,"United Kingdom"
"14075","525698",40457.525,1962.8,"Germany"
"14076","525700",40457.5291666667,669.28,"United Kingdom"
"14077","525701",40457.5340277778,454.7,"United Kingdom"
"14078","525702",40457.5409722222,805.2,"United Kingdom"
"14079","525703",40457.5472222222,38.9,"United Kingdom"
"14080","525704",40457.55,129.95,"United Kingdom"
"14081","525705",40457.5555555556,463.49,"United Kingdom"
"14082","525706",40457.5583333333,399.68,"United Kingdom"
"14083","525707",40457.5590277778,132.2,"United Kingdom"
"14084","525708",40457.5618055556,1627.2,"United Kingdom"
"14085","525709",40457.5722222222,303.11,"United Kingdom"
"14086","525710",40457.5784722222,375.88,"United Kingdom"
"14087","525711",40457.5916666667,545.62,"United Kingdom"
"14088","525713",40457.5972222222,144.83,"United Kingdom"
"14089","525714",40457.6,1018.5,"United Kingdom"
"14090","525715",40457.6048611111,400,"United Kingdom"
"14091","525716",40457.6069444444,1121.28,"United Kingdom"
"14092","525717",40457.6097222222,467.33,"United Kingdom"
"14093","525719",40457.61875,559.2,"United Kingdom"
"14094","525720",40457.6194444444,360.64,"United Kingdom"
"14095","525721",40457.625,15,"United Kingdom"
"14096","525723",40457.6326388889,616.5,"United Kingdom"
"14097","525725",40457.6368055556,15.8,"United Kingdom"
"14098","525726",40457.6381944444,81.36,"United Kingdom"
"14099","525727",40457.6479166667,379.72,"United Kingdom"
"14100","525728",40457.6486111111,1669.78,"United Kingdom"
"14101","525729",40457.6548611111,489.6,"United Kingdom"
"14102","525730",40457.6590277778,457.8,"United Kingdom"
"14103","525731",40457.6625,141.7,"United Kingdom"
"14104","525732",40457.6652777778,708.11,"EIRE"
"14105","525733",40457.6784722222,147.65,"United Kingdom"
"14106","525736",40457.6972222222,93.6,"United Kingdom"
"14107","525738",40457.7229166667,210.19,"United Kingdom"
"14108","525739",40458.3520833333,515.15,"United Kingdom"
"14109","525740",40458.35625,357.8,"United Kingdom"
"14110","525741",40458.3576388889,107.46,"United Kingdom"
"14111","525742",40458.3680555556,310.75,"United Kingdom"
"14112","525743",40458.3763888889,217.03,"United Kingdom"
"14113","525744",40458.3833333333,432.3,"United Kingdom"
"14114","525745",40458.3909722222,210.7,"United Kingdom"
"14115","525746",40458.3923611111,19.8,"United Kingdom"
"14116","525747",40458.3944444444,508.94,"United Kingdom"
"14117","525748",40458.3965277778,336.37,"Germany"
"14118","525749",40458.4055555556,335.39,"United Kingdom"
"14119","525750",40458.4118055556,856.64,"United Kingdom"
"14120","525751",40458.4125,354.3,"United Kingdom"
"14121","525754",40458.43125,376.56,"United Kingdom"
"14122","525756",40458.4340277778,23.7,"United Kingdom"
"14123","525757",40458.4368055556,190.3,"United Kingdom"
"14124","525760",40458.4416666667,2990.44,"United Kingdom"
"14125","525762",40458.4423611111,186.15,"United Kingdom"
"14126","525761",40458.4423611111,929.4,"United Kingdom"
"14127","525763",40458.4423611111,105.6,"United Kingdom"
"14128","525764",40458.44375,3084.02,"Greece"
"14129","525765",40458.4451388889,354.6,"United Kingdom"
"14130","525772",40458.4666666667,209.05,"United Kingdom"
"14131","525773",40458.4701388889,17,"United Kingdom"
"14132","525787",40458.4770833333,699,"United Kingdom"
"14133","525801",40458.48125,68.03,"United Kingdom"
"14134","525800",40458.48125,173.55,"United Kingdom"
"14135","525803",40458.4833333333,477.08,"United Kingdom"
"14136","525823",40458.4895833333,351.3,"United Kingdom"
"14137","525825",40458.4902777778,425.64,"United Kingdom"
"14138","525824",40458.4902777778,90,"Germany"
"14139","525826",40458.4930555556,662.4,"United Kingdom"
"14140","525827",40458.4944444444,501.2,"United Kingdom"
"14141","525828",40458.4951388889,93.55,"United Kingdom"
"14142","525829",40458.4965277778,285.78,"United Kingdom"
"14143","525830",40458.4972222222,95.88,"United Kingdom"
"14144","525831",40458.4979166667,17,"United Kingdom"
"14145","525832",40458.4993055556,458.45,"United Kingdom"
"14146","525833",40458.5006944444,19.5,"United Kingdom"
"14147","525834",40458.5069444444,75,"United Kingdom"
"14148","525835",40458.5104166667,183.85,"United Kingdom"
"14149","525836",40458.5125,545.4,"United Kingdom"
"14150","525837",40458.5159722222,382.68,"United Kingdom"
"14151","525838",40458.5201388889,42.2,"United Kingdom"
"14152","525839",40458.5208333333,448.8,"United Kingdom"
"14153","525840",40458.5270833333,833.53,"United Kingdom"
"14154","525841",40458.5305555556,17.7,"United Kingdom"
"14155","525854",40458.5354166667,392.7,"United Kingdom"
"14156","525855",40458.5388888889,318.6,"United Kingdom"
"14157","525856",40458.5451388889,238.5,"United Kingdom"
"14158","525857",40458.5479166667,253.25,"United Kingdom"
"14159","525858",40458.5520833333,126.58,"United Kingdom"
"14160","525860",40458.5548611111,832.3,"United Kingdom"
"14161","525861",40458.5548611111,407.95,"United Kingdom"
"14162","525862",40458.55625,149.6,"United Kingdom"
"14163","525863",40458.5569444444,1256.16,"United Kingdom"
"14164","525864",40458.5569444444,63.75,"United Kingdom"
"14165","525866",40458.5611111111,58.29,"United Kingdom"
"14166","525867",40458.5611111111,151.4,"United Kingdom"
"14167","525868",40458.5638888889,40.56,"United Kingdom"
"14168","525869",40458.5659722222,205.3,"United Kingdom"
"14169","525870",40458.5680555556,655.59,"United Kingdom"
"14170","525871",40458.5708333333,435.95,"United Kingdom"
"14171","525872",40458.5756944444,303.8,"Australia"
"14172","525873",40458.5868055556,394.37,"United Kingdom"
"14173","525874",40458.5875,251.25,"United Kingdom"
"14174","525875",40458.5909722222,245.62,"United Kingdom"
"14175","525877",40458.5923611111,1070,"United Kingdom"
"14176","525878",40458.5979166667,2027.7,"United Kingdom"
"14177","525879",40458.6,1233.15,"United Kingdom"
"14178","525883",40458.6027777778,773.01,"United Kingdom"
"14179","525884",40458.6041666667,180.02,"United Kingdom"
"14180","525885",40458.6104166667,70.29,"United Kingdom"
"14181","525886",40458.6166666667,166.23,"United Kingdom"
"14182","525887",40458.6173611111,1.95,"United Kingdom"
"14183","525888",40458.6256944444,521.47,"United Kingdom"
"14184","525889",40458.6270833333,114.5,"United Kingdom"
"14185","525890",40458.6305555556,369,"United Kingdom"
"14186","525891",40458.63125,394.2,"United Kingdom"
"14187","525892",40458.63125,344.62,"United Kingdom"
"14188","525895",40458.6423611111,301.03,"United Kingdom"
"14189","525898",40458.6479166667,160.39,"United Kingdom"
"14190","525899",40458.6513888889,219.14,"United Kingdom"
"14191","525900",40458.6534722222,472.68,"United Kingdom"
"14192","525902",40458.6555555556,195.99,"United Kingdom"
"14193","525903",40458.65625,344.1,"United Kingdom"
"14194","525905",40458.6715277778,311.99,"United Kingdom"
"14195","525906",40458.6722222222,1177.5,"United Kingdom"
"14196","525909",40458.6743055556,311.99,"United Kingdom"
"14197","525913",40458.6763888889,939.18,"United Kingdom"
"14198","525912",40458.6763888889,177.6,"United Kingdom"
"14199","525919",40458.6861111111,427.4,"United Kingdom"
"14200","525920",40458.6895833333,312,"United Kingdom"
"14201","525921",40458.6916666667,462.73,"United Kingdom"
"14202","525926",40458.6986111111,239.9,"United Kingdom"
"14203","525928",40458.7,1724.54,"United Kingdom"
"14204","525931",40458.70625,15.9,"United Kingdom"
"14205","525934",40458.7076388889,176.05,"United Kingdom"
"14206","525941",40458.7263888889,249.46,"United Kingdom"
"14207","525942",40458.7270833333,276.5,"United Kingdom"
"14208","525943",40458.7340277778,1115.87,"United Kingdom"
"14209","525944",40458.7375,524.15,"United Kingdom"
"14210","525945",40458.7395833333,51,"United Kingdom"
"14211","525947",40458.7444444444,557.63,"United Kingdom"
"14212","525948",40458.7631944444,145.44,"United Kingdom"
"14213","525949",40458.76875,491.78,"United Kingdom"
"14214","525950",40458.78125,426.3,"United Kingdom"
"14215","525951",40458.7833333333,227.37,"United Kingdom"
"14216","525952",40458.79375,872.58,"United Kingdom"
"14217","525953",40458.8027777778,131.55,"United Kingdom"
"14218","525959",40458.8270833333,562.48,"United Kingdom"
"14219","525960",40458.8305555556,120.3,"United Kingdom"
"14220","525963",40459.3888888889,307.34,"United Kingdom"
"14221","525964",40459.3909722222,1367.1,"United Kingdom"
"14222","525965",40459.3972222222,311.78,"United Kingdom"
"14223","525966",40459.4152777778,992.67,"United Kingdom"
"14224","525967",40459.4166666667,498.05,"United Kingdom"
"14225","525968",40459.4236111111,6082.08,"United Kingdom"
"14226","525970",40459.43125,4045,"United Kingdom"
"14227","525974",40459.4326388889,592.04,"United Kingdom"
"14228","525975",40459.4347222222,268.47,"United Kingdom"
"14229","525976",40459.4354166667,303.48,"United Kingdom"
"14230","525977",40459.4486111111,1650,"United Kingdom"
"14231","525978",40459.4541666667,543.6,"United Kingdom"
"14232","525979",40459.4569444444,475,"United Kingdom"
"14233","525980",40459.4576388889,233.38,"United Kingdom"
"14234","525981",40459.4597222222,984.15,"United Kingdom"
"14235","525995",40459.4798611111,352.9,"United Kingdom"
"14236","526002",40459.4833333333,449.48,"Switzerland"
"14237","526028",40459.4895833333,526.54,"United Kingdom"
"14238","526039",40459.4916666667,564,"United Kingdom"
"14239","526042",40459.4923611111,212.11,"United Kingdom"
"14240","526056",40459.4944444444,184.9,"United Kingdom"
"14241","526084",40459.5020833333,5245.18,"United Kingdom"
"14242","526085",40459.5041666667,1012.15,"Germany"
"14243","526087",40459.5055555556,503.65,"United Kingdom"
"14244","526086",40459.5055555556,591.6,"United Kingdom"
"14245","526089",40459.5097222222,3767.62,"United Kingdom"
"14246","526090",40459.5111111111,154.03,"United Kingdom"
"14247","526091",40459.5125,759.34,"United Kingdom"
"14248","526092",40459.5125,126.75,"United Kingdom"
"14249","526093",40459.5138888889,282.95,"Portugal"
"14250","526094",40459.5180555556,777.96,"United Kingdom"
"14251","526096",40459.5243055556,488.1,"United Kingdom"
"14252","526097",40459.525,479.4,"United Kingdom"
"14253","526107",40459.5305555556,463.2,"United Kingdom"
"14254","526108",40459.5333333333,377.15,"United Kingdom"
"14255","526112",40459.5520833333,62.4,"United Kingdom"
"14256","526114",40459.5527777778,513.66,"United Kingdom"
"14257","526113",40459.5527777778,300.17,"United Kingdom"
"14258","526115",40459.5541666667,44.4,"United Kingdom"
"14259","526118",40459.5576388889,113.63,"United Kingdom"
"14260","526121",40459.5625,365.14,"United Kingdom"
"14261","526120",40459.5625,1781.7,"United Kingdom"
"14262","526122",40459.5631944444,423.51,"United Kingdom"
"14263","526123",40459.5777777778,1213.68,"Netherlands"
"14264","526124",40459.5798611111,180,"Netherlands"
"14265","526125",40459.5819444444,489.69,"United Kingdom"
"14266","526128",40459.5826388889,205.14,"United Kingdom"
"14267","526127",40459.5826388889,150,"Netherlands"
"14268","526134",40459.5979166667,307.76,"United Kingdom"
"14269","526138",40459.6076388889,313.9,"United Kingdom"
"14270","526139",40459.6097222222,319.1,"United Kingdom"
"14271","526140",40459.6111111111,634.35,"United Kingdom"
"14272","526141",40459.6138888889,428.76,"United Kingdom"
"14273","526142",40459.6145833333,15,"EIRE"
"14274","526145",40459.61875,597.4,"United Kingdom"
